noun_count,verb_count,adj_count,adv_count,pronoun_count,modal_count,complexity_verb_ratio,adj_adv_ratio,avg_sentence_length,avg_syllables_per_word,flesch_reading_ease,tfidf_cosine_similarity,sbert_prompt_adherence_similarity,mean_tfidf_score,std_tfidf_score,unique_word_ratio,window_repeat_count,num_grammatical_errors,score
77,63,31,16,21,9,4.846153846153846,0.13165266106442577,23.7,1.6,47.42,0.37733364403590247,0.71451867,0.04379781708023677,0.06031008849737892,0.5042016806722689,156,28,8.5
86,48,27,9,10,12,3.6923076923076925,0.10876132930513595,25.2,1.7,37.44,0.35842321625089535,0.72747785,0.047539460812251286,0.06539072853316993,0.4652567975830816,139,25,7.0
91,60,40,20,13,3,7.5,0.189873417721519,31.8,1.7,30.74,0.3656285690059678,0.60764396,0.055089746462552616,0.05916981956293234,0.48417721518987344,148,17,6.0
17,15,10,2,4,0,7.5,0.17142857142857143,35.0,1.7,27.49,0.3011657439020455,0.80033326,0.12424988606849581,0.07345270005451908,0.7142857142857143,20,4,4.0
88,46,23,16,15,7,2.4210526315789473,0.14391143911439114,13.6,1.6,57.67,0.28475924337343417,0.633276,0.06523816087036784,0.056627457416135035,0.5018450184501845,65,28,6.5
74,57,36,13,15,10,3.5625,0.1611842105263158,19.0,1.6,52.19,0.47048122306392015,0.722316,0.052184206507941505,0.05713871317445226,0.555921052631579,84,32,7.0
59,34,30,13,6,5,2.8333333333333335,0.2,17.8,1.6,53.41,0.5220843488128156,0.81363285,0.07764865752494098,0.060658254579670313,0.48372093023255813,56,17,4.5
75,47,21,10,13,12,47.0,0.10097719869706841,305.0,1.6,-238.11,0.2719125903541842,0.6775737,0.045348887745639846,0.07709395813053936,0.41042345276872966,0,6,4.5
53,44,19,10,8,1,11.0,0.145,25.4,1.6,45.69,0.3771730706481109,0.6714401,0.06814577375739476,0.066686300016683,0.545,97,11,4.0
84,48,39,13,6,4,3.6923076923076925,0.17391304347826086,21.2,1.6,49.96,0.35414828544190025,0.6834347,0.05490936877782439,0.0582684960392603,0.5250836120401338,78,21,8.0
77,51,23,14,20,8,4.25,0.12251655629139073,23.0,1.7,39.67,0.2946622515591967,0.61326593,0.05156127732253893,0.06330956758290882,0.5,122,24,6.5
108,66,43,14,6,10,2.869565217391304,0.15281501340482573,16.1,1.7,46.67,0.4191729100090518,0.65211564,0.05028422933154494,0.05974158732526573,0.44235924932975873,121,30,5.0
86,49,36,15,12,10,2.7222222222222223,0.15987460815047022,17.6,1.6,53.61,0.317720980634186,0.6591805,0.0535099874059471,0.05622079360305714,0.5266457680250783,85,26,4.0
86,48,33,18,13,9,2.6666666666666665,0.1574074074074074,17.9,1.6,53.31,0.3104800796431678,0.5711888,0.05254075648289452,0.05556457616664997,0.5339506172839507,83,25,6.5
72,58,26,11,20,9,3.8666666666666667,0.12292358803986711,18.8,1.6,52.39,0.36116133089583297,0.49853554,0.055447365471271576,0.05566353535725231,0.5448504983388704,88,26,7.5
70,39,29,5,5,1,3.25,0.14166666666666666,18.3,1.9,27.52,0.33483981966510046,0.5406903,0.0451844540763655,0.07477936143134921,0.5416666666666666,96,17,7.5
74,42,31,15,2,6,3.230769230769231,0.18473895582329317,19.2,1.9,26.61,0.31073600371510146,0.6396959,0.06116814549086823,0.056594190705870344,0.5823293172690763,55,23,7.0
75,46,27,11,12,5,4.181818181818182,0.1357142857142857,19.9,1.7,42.82,0.31436853646975293,0.6602984,0.05319792681121339,0.06158325372437035,0.5428571428571428,112,19,6.5
76,32,32,12,7,2,1.8823529411764706,0.1752988047808765,13.9,1.7,48.91,0.3864278724822411,0.6711158,0.05743344135890528,0.06998657817859506,0.49800796812749004,83,26,5.0
94,53,32,21,13,8,3.7857142857142856,0.16257668711656442,23.1,1.7,39.57,0.2714869324099196,0.57267046,0.048690002252458134,0.055890868441643635,0.5613496932515337,86,21,7.5
90,67,33,20,10,11,6.7,0.1497175141242938,29.3,1.7,33.28,0.3436658334829378,0.64989746,0.047856006313190085,0.05607660179118883,0.5225988700564972,146,24,6.0
82,51,29,13,7,7,3.923076923076923,0.1494661921708185,21.6,1.7,41.09,0.2724169670155894,0.643013,0.060567995094395324,0.05557224781311317,0.5338078291814946,73,27,5.5
84,46,21,14,12,7,2.7058823529411766,0.13307984790874525,15.4,1.8,38.92,0.3035138076480466,0.7045233,0.06286918455053107,0.05603270665880376,0.5437262357414449,56,24,6.0
100,66,35,15,13,7,4.714285714285714,0.14326647564469913,23.0,1.7,39.67,0.33838794619963025,0.686905,0.053350210440311914,0.05573271928010858,0.4871060171919771,121,27,7.5
121,84,34,28,13,14,4.9411764705882355,0.13566739606126915,24.9,1.6,46.2,0.44497353068819434,0.7741568,0.044412577635913934,0.05859119689116552,0.40919037199124725,241,34,5.0
73,58,28,15,17,12,4.142857142857143,0.14006514657980457,20.5,1.6,50.67,0.2882291746677417,0.65641403,0.05331731655053865,0.06007392661609079,0.50814332247557,107,21,7.0
65,49,31,10,14,6,3.5,0.15708812260536398,18.5,1.7,44.24,0.34051782198818803,0.63202834,0.05119044279292949,0.06801408220551107,0.5363984674329502,97,23,4.0
61,50,32,17,10,4,3.8461538461538463,0.1828358208955224,17.9,1.7,44.85,0.3575318002284444,0.5030199,0.052516703331406706,0.06470270717400826,0.5447761194029851,102,23,6.0
105,74,31,25,17,9,3.3636363636363638,0.14,18.1,1.6,53.1,0.3259033531591055,0.56658316,0.038999098148037974,0.05388737426059696,0.5675,111,35,6.5
95,51,40,13,11,1,3.1875,0.16614420062695925,19.8,1.9,26.0,0.3099721329817176,0.6641259,0.04765715800149045,0.05895694808928448,0.5517241379310345,75,26,6.0
112,94,45,17,9,10,3.4814814814814814,0.14832535885167464,15.4,1.7,47.38,0.2006405690928744,0.2859985,0.04247160115403194,0.05631418536676426,0.48325358851674644,122,49,4.0
78,46,34,13,9,6,2.875,0.16206896551724137,18.1,1.7,44.64,0.4074875506101843,0.65929484,0.05405944963573583,0.06341940041916026,0.5,90,26,6.5
100,83,41,16,7,10,3.608695652173913,0.15079365079365079,15.7,1.7,47.08,0.3275052675738676,0.57551557,0.0438299440180745,0.05878163057787663,0.4894179894179894,118,43,5.0
87,63,36,13,14,15,3.3157894736842106,0.14759036144578314,16.6,1.7,46.17,0.27242087701603224,0.64527094,0.04974861144477397,0.0555034342619667,0.5481927710843374,84,31,4.0
84,42,36,9,6,3,3.5,0.1601423487544484,20.1,1.6,51.07,0.4174175749222589,0.6440064,0.0612770669879045,0.06515459355532706,0.45195729537366547,129,15,6.0
81,45,28,15,10,8,4.090909090909091,0.1519434628975265,25.6,1.7,37.03,0.402365116097801,0.4703178,0.051698644325152976,0.05916155576989307,0.5795053003533569,92,20,5.0
99,56,17,21,8,13,3.7333333333333334,0.1162079510703364,21.6,1.8,32.63,0.5811116440692856,0.43126604,0.04381161007667031,0.06406745826105456,0.5107033639143731,115,29,7.5
89,52,36,15,3,5,4.0,0.17288135593220338,22.6,1.8,31.62,0.43759332634666015,0.63234323,0.04881802167267066,0.05470964125259976,0.6338983050847458,68,22,7.5
118,69,47,22,9,7,4.6,0.16009280742459397,26.8,1.8,27.35,0.5889015676252879,0.61545324,0.03297508270731651,0.05898181046820907,0.5127610208816705,177,29,6.0
109,40,46,10,3,6,2.5,0.19047619047619047,17.0,2.3,-5.01,0.4188152891243035,0.55502695,0.05159815656337462,0.05674489563333384,0.5816326530612245,59,21,6.5
88,40,23,4,5,4,2.857142857142857,0.10227272727272728,18.8,1.6,52.39,0.5441201168488845,0.60490817,0.05212873659920295,0.06652407055666439,0.5340909090909091,71,24,7.5
105,47,33,16,9,3,3.357142857142857,0.15217391304347827,21.2,1.9,24.58,0.5785517962818147,0.60373545,0.04109024483793235,0.05820424306816874,0.6149068322981367,96,19,5.0
126,55,44,7,2,6,3.4375,0.14782608695652175,21.4,2.2,-1.02,0.5855949677398794,0.59680146,0.04350298501541517,0.05829661727539476,0.5507246376811594,101,25,8.0
84,38,29,13,5,5,3.1666666666666665,0.15498154981549817,20.8,1.6,50.36,0.4767860214448242,0.6428709,0.049758058836867916,0.06405531163930002,0.5645756457564576,90,18,7.0
69,44,18,16,6,6,3.142857142857143,0.13654618473895583,17.8,1.8,36.49,0.47238121452494375,0.6382232,0.055176306715779944,0.0686113194866729,0.5220883534136547,76,20,4.0
96,45,28,14,5,6,2.8125,0.14482758620689656,17.1,1.8,37.2,0.5257655860035273,0.69642186,0.05222871591220762,0.05678505249220841,0.5793103448275863,76,26,5.5
96,48,34,12,1,7,3.0,0.15488215488215487,18.4,1.9,27.42,0.5747627181930062,0.64707863,0.04605340450105676,0.057056358277439614,0.6262626262626263,64,20,6.0
97,45,36,9,4,6,3.2142857142857144,0.14705882352941177,20.1,1.9,25.69,0.5546071034992006,0.67221904,0.04596734769003763,0.06493163227883482,0.5196078431372549,105,24,7.0
88,64,32,26,3,5,3.3684210526315788,0.18125,16.7,1.8,37.6,0.5677429618398881,0.57760936,0.046416379457423135,0.05966410505781698,0.55,73,36,7.5
89,65,33,24,3,5,3.4210526315789473,0.17378048780487804,17.1,1.8,37.2,0.6037558731372367,0.60561955,0.04383420010124842,0.061586107327622416,0.5365853658536586,85,35,5.0
84,43,16,14,6,10,3.5833333333333335,0.11194029850746269,20.5,1.8,33.75,0.49569338570915816,0.62836564,0.051760622506420426,0.06758117170737754,0.5186567164179104,97,21,6.5
121,45,34,14,6,8,2.3684210526315788,0.147239263803681,17.1,2.0,20.28,0.4571656281616041,0.5991264,0.04353311444965229,0.05640044395475244,0.6073619631901841,61,29,8.0
113,51,27,16,6,5,2.6842105263157894,0.13870967741935483,17.2,1.9,28.64,0.4948669070180515,0.6260216,0.047279244396349326,0.05735446737407042,0.5870967741935483,58,27,5.5
91,66,33,11,4,10,4.714285714285714,0.14012738853503184,20.7,1.7,42.0,0.5591442241782874,0.6436463,0.04626061513778073,0.05688848365966206,0.5987261146496815,81,23,7.0
87,74,25,17,12,15,5.6923076923076925,0.1206896551724138,24.6,1.7,38.05,0.490034231451839,0.6285082,0.04224760967059063,0.059688634261550313,0.5402298850574713,121,25,7.5
72,43,16,9,9,8,3.0714285714285716,0.0992063492063492,16.8,1.6,54.42,0.5623481576075239,0.57943135,0.05274606727799305,0.06565097842580656,0.5634920634920635,87,26,6.0
81,52,36,3,4,8,3.466666666666667,0.14606741573033707,17.7,1.9,28.13,0.529755403057733,0.6630404,0.052713515353485695,0.06060444045037984,0.5880149812734082,60,20,4.5
112,56,54,14,7,1,4.0,0.18681318681318682,24.1,2.1,4.71,0.5003504625932554,0.4786718,0.041330692246673774,0.050468733165663186,0.6483516483516484,92,23,7.5
90,54,32,18,3,4,3.375,0.16722408026755853,18.6,1.8,35.68,0.555887124010355,0.7358234,0.04524600263948877,0.06028778837348039,0.5953177257525084,78,22,5.5
117,85,34,28,7,11,5.3125,0.14123006833712984,27.6,1.8,26.54,0.62835237454593,0.59775496,0.03320597212562849,0.0614443829465297,0.4646924829157175,207,26,7.0
90,49,28,14,14,8,3.769230769230769,0.1423728813559322,20.8,1.7,41.9,0.4742737576414858,0.59903824,0.050725774619964845,0.057226296451708285,0.5830508474576271,78,21,7.5
100,57,24,15,5,6,4.071428571428571,0.11504424778761062,24.3,1.7,38.35,0.625106797626134,0.64014435,0.036747028595128,0.06103931537467094,0.5811209439528023,119,21,5.0
112,75,42,15,13,9,4.166666666666667,0.14214463840399003,22.1,1.8,32.12,0.5691934094558676,0.69758844,0.038013123285411524,0.055312810112962185,0.5561097256857855,112,38,8.5
112,70,44,13,9,9,3.888888888888889,0.14805194805194805,21.3,1.8,32.94,0.5875347895388103,0.6862337,0.04106750355002251,0.05628347079034592,0.5376623376623376,110,34,6.0
66,41,26,17,8,12,1.8636363636363635,0.172,9.8,1.6,61.53,0.42123161527816877,0.64488685,0.05580932359152068,0.06943937886217641,0.5,64,36,4.0
73,46,28,25,18,5,3.2857142857142856,0.19413919413919414,18.1,1.8,36.18,0.4199505482566988,0.49726015,0.050617914778711325,0.05499471685740428,0.663003663003663,57,27,6.0
100,57,24,15,5,6,4.071428571428571,0.11572700296735905,24.1,1.7,38.55,0.6245685938138364,0.6419066,0.03807498052542948,0.06065064703853779,0.5786350148367952,115,21,8.5
104,44,24,15,4,11,3.6666666666666665,0.1196319018404908,27.2,1.7,35.41,0.5448513708537492,0.6326177,0.0419388856709848,0.06367953640729618,0.5306748466257669,129,21,7.0
105,55,33,7,6,7,4.230769230769231,0.12539184952978055,24.7,1.8,29.48,0.6267081308831028,0.7567587,0.05097533881926174,0.06666159579089168,0.445141065830721,121,23,5.0
81,47,24,15,23,7,3.1333333333333333,0.1387900355871886,18.5,1.7,44.24,0.34182876439531,0.1794129,0.055040181163884185,0.05675014059407085,0.5765124555160143,71,26,7.0
165,92,49,23,19,14,3.1724137931034484,0.1348314606741573,17.7,1.7,45.05,0.5467726505036431,0.59045935,0.03562441951753632,0.053508243654573975,0.4550561797752809,160,40,6.0
72,26,15,4,1,7,3.25,0.0979381443298969,17.5,1.8,36.79,0.564120845064643,0.7382663,0.06473402509738457,0.0711952614571394,0.5567010309278351,67,13,5.0
57,54,17,6,9,9,3.0,0.1036036036036036,12.3,1.7,50.53,0.46647609197819057,0.8068684,0.0613401967140057,0.06558884353393755,0.5630630630630631,39,33,4.0
98,80,47,27,19,7,4.705882352941177,0.17090069284064666,25.2,1.7,37.44,0.5504147791285476,0.41564187,0.03563523703814389,0.05741376077995064,0.5080831408775982,159,32,5.5
49,27,16,9,10,1,2.7,0.15151515151515152,16.5,1.6,54.73,0.43198769446445456,0.63774097,0.07148355052199734,0.06712292171943703,0.6424242424242425,40,13,4.0
89,48,29,21,6,14,2.6666666666666665,0.15772870662460567,17.6,1.8,36.69,0.5607957046634059,0.5920675,0.04208879897769129,0.062275601279632685,0.5615141955835962,103,33,7.0
84,38,23,6,9,5,2.923076923076923,0.11153846153846154,18.6,1.7,44.14,0.5766197728591964,0.64796716,0.05403432269582993,0.06908400439400289,0.5,103,24,7.0
91,38,38,5,7,6,3.1666666666666665,0.16104868913857678,22.2,1.9,23.56,0.4678500412881285,0.4811985,0.05336481375663493,0.05832835204872211,0.602996254681648,76,19,7.5
91,56,35,11,10,6,3.5,0.14330218068535824,20.0,1.8,34.26,0.5020179408577271,0.5392064,0.04285020299103677,0.05624820089235694,0.6261682242990654,75,27,8.0
91,51,20,12,20,7,3.1875,0.09169054441260745,23.3,1.5,56.29,0.5906650585570717,0.63741565,0.03895857545813132,0.06528840799929445,0.501432664756447,143,32,4.0
91,53,27,10,9,4,3.533333333333333,0.12374581939799331,20.1,1.7,42.61,0.5427095998381369,0.5851709,0.04702769498458478,0.06204032531380635,0.5551839464882943,99,34,4.0
72,47,19,11,7,4,4.2727272727272725,0.1214574898785425,22.6,1.8,31.62,0.4480367153054984,0.61655885,0.052487512137579045,0.06254380653809104,0.6072874493927125,72,18,7.0
72,47,24,12,14,6,4.2727272727272725,0.13382899628252787,24.5,1.7,38.15,0.44739655327876887,0.51814073,0.051151391825412285,0.060931511046204805,0.5947955390334573,83,15,7.0
93,54,27,10,8,7,3.176470588235294,0.12416107382550336,17.4,1.8,36.89,0.5079965462682076,0.6868633,0.04471287672309872,0.062314617838204286,0.5771812080536913,93,20,4.5
70,47,27,7,6,6,3.357142857142857,0.13821138211382114,17.3,1.6,53.92,0.49372788786681765,0.71875334,0.05758417441108791,0.06353742231050923,0.556910569105691,77,36,8.0
85,51,29,21,10,10,3.642857142857143,0.16501650165016502,21.6,1.8,32.63,0.5118220649884264,0.662199,0.04357397547214994,0.055914526642842834,0.6600660066006601,69,27,7.5
91,51,36,15,3,8,3.1875,0.17406143344709898,18.3,1.7,44.44,0.46563831754073276,0.67048997,0.050075147373587016,0.05577147248910889,0.6075085324232082,70,25,8.5
77,52,20,5,8,8,3.7142857142857144,0.09541984732824428,17.3,1.7,45.46,0.5474474005463833,0.6816671,0.05828966790312286,0.0673707841148638,0.4847328244274809,83,21,6.0
94,52,24,18,3,8,4.333333333333333,0.14583333333333334,23.4,1.8,30.8,0.5159266764759353,0.5983647,0.0478352558842369,0.060826081959841787,0.5868055555555556,81,20,5.5
76,45,27,11,7,6,4.090909090909091,0.15019762845849802,20.8,1.8,33.44,0.5296210453374763,0.5940426,0.05006216574550006,0.06281235916677454,0.616600790513834,77,23,7.0
81,46,17,6,8,5,3.8333333333333335,0.08984375,21.3,1.6,49.86,0.48209535436696854,0.59634864,0.05510833927217569,0.06407751622464718,0.5546875,81,21,5.0
91,55,25,16,7,15,3.235294117647059,0.12974683544303797,17.5,1.7,45.25,0.5257342660785717,0.6346227,0.04565285140498964,0.0597120982106493,0.5632911392405063,84,29,7.5
96,62,35,10,3,9,3.4444444444444446,0.13513513513513514,18.4,1.7,44.34,0.5179215091426657,0.55345404,0.04597379196775457,0.05814564426172541,0.5495495495495496,80,28,8.5
80,54,30,16,8,9,4.153846153846154,0.15807560137457044,22.4,1.7,40.28,0.4975992117975734,0.6970931,0.049594871724486546,0.0597029738302364,0.5738831615120275,86,30,8.0
83,39,32,11,2,3,3.25,0.16226415094339622,20.3,1.8,33.95,0.5989451445525602,0.73832726,0.05301045723041771,0.06543768032091556,0.5358490566037736,90,19,8.0
94,70,36,16,9,6,6.363636363636363,0.14606741573033707,29.8,1.7,32.77,0.314443544481805,0.6320541,0.038878233393330165,0.05885242005494081,0.5646067415730337,127,23,5.5
41,46,22,19,16,2,1.9166666666666667,0.18981481481481483,9.3,1.6,62.04,0.30367438734826957,0.71146196,0.06804138174397717,0.07060987881136029,0.49074074074074076,44,35,4.0
87,51,28,14,8,4,4.636363636363637,0.15162454873646208,25.0,1.8,29.18,0.44190484346387426,0.6632903,0.04887537460429541,0.05492361206890166,0.6714801444043321,62,17,6.0
71,54,18,16,7,11,4.153846153846154,0.12363636363636364,18.3,1.7,44.44,0.4957379446034444,0.5789105,0.048962499575108266,0.060829553762684126,0.6036363636363636,74,21,5.5
78,46,27,17,7,10,6.571428571428571,0.1506849315068493,42.1,1.5,37.2,0.5786756045923613,0.65644443,0.04730076707374656,0.06825825340845681,0.4965753424657534,187,20,5.5
96,50,32,17,2,5,3.5714285714285716,0.16279069767441862,19.8,1.8,34.46,0.5010734757087908,0.6453137,0.04581244775149675,0.058014657676602036,0.6146179401993356,92,22,7.0
95,59,40,25,13,12,4.214285714285714,0.16539440203562342,27.9,1.7,34.7,0.5921176277743313,0.608411,0.03807295634035704,0.05735666036648458,0.5419847328244275,154,32,6.5
101,61,37,27,4,5,3.588235294117647,0.1671018276762402,21.2,1.7,41.5,0.5741690148321335,0.5615723,0.034987058800818045,0.05986316082667542,0.5456919060052219,137,37,8.0
106,67,37,27,6,10,4.1875,0.1671018276762402,23.6,1.7,39.06,0.6236154633596804,0.59914404,0.0382436043874232,0.060112967448279916,0.5169712793733682,115,32,5.5
89,57,28,14,3,2,4.071428571428571,0.1414141414141414,19.6,1.8,34.66,0.5348766529800928,0.60768545,0.03948078095960912,0.06155372870677347,0.632996632996633,81,17,8.0
87,45,32,20,0,9,2.8125,0.17993079584775087,16.8,1.7,45.96,0.5107988978851685,0.69023925,0.049502618286035666,0.06101090303380117,0.5640138408304498,80,26,7.0
94,44,23,14,5,10,2.75,0.13214285714285715,17.4,1.7,45.35,0.45870431572442055,0.7167924,0.052733787007550686,0.0556911182238133,0.6142857142857143,53,20,7.5
76,42,23,14,7,7,3.8181818181818183,0.1417624521072797,21.5,1.8,32.73,0.5181251793667394,0.63779753,0.049703680688813805,0.05811623991930918,0.6551724137931034,56,21,9.0
124,79,35,9,5,12,4.388888888888889,0.10426540284360189,23.0,1.6,48.13,0.5029422222368214,0.6161777,0.042362745108775336,0.05773736186434273,0.46445497630331756,132,26,6.5
59,26,6,10,0,0,5.2,0.0903954802259887,30.3,1.5,49.18,0.4035505587478833,0.029184297,0.06375063549396383,0.08619808204176571,0.4858757062146893,112,9,4.5
68,39,29,6,5,5,3.9,0.15021459227467812,23.2,1.8,31.01,0.4896270896918837,0.60821015,0.05298491705444802,0.06320854098275516,0.6351931330472103,71,13,4.0
100,50,19,3,7,4,4.166666666666667,0.07612456747404844,15.5,1.8,38.82,0.6590480578992688,0.6481927,0.041144298733691936,0.0647263441180574,0.5743944636678201,97,27,7.0
74,49,20,21,8,7,3.2666666666666666,0.148014440433213,18.5,1.7,44.24,0.6470630201742418,0.65093184,0.05208296325752242,0.07014950266805255,0.48014440433212996,92,27,7.0
59,28,16,5,2,9,3.111111111111111,0.11229946524064172,18.7,1.8,35.57,0.5406303983170528,0.7111186,0.06872685060228437,0.07127791786323966,0.5508021390374331,62,15,5.0
58,59,29,17,13,9,4.916666666666667,0.17164179104477612,20.6,1.5,59.03,0.34870433124200806,0.51493573,0.05758702225715756,0.05788265313736321,0.5671641791044776,92,24,4.5
75,38,26,11,8,5,2.7142857142857144,0.1434108527131783,18.4,1.7,44.34,0.537542851543787,0.4848053,0.049789869064236644,0.06109131740918486,0.6317829457364341,63,23,8.0
75,53,19,15,7,7,3.7857142857142856,0.12363636363636364,19.8,1.7,42.92,0.5922433728920989,0.5830793,0.05226916453948165,0.07127716631814564,0.46545454545454545,98,26,7.0
77,54,23,21,17,17,3.176470588235294,0.138801261829653,17.6,1.7,45.15,0.5557816312397253,0.6569245,0.044516035510667774,0.06163334651973892,0.5457413249211357,103,33,5.5
84,42,21,12,5,5,4.666666666666667,0.12547528517110265,26.0,1.8,28.17,0.4601400016899305,0.6718941,0.05343129493669992,0.061024946454777296,0.5817490494296578,96,21,9.0
63,56,40,20,5,5,4.0,0.22140221402214022,19.2,1.8,35.07,0.4312375446716556,0.5532259,0.0507119799037732,0.05875705472350935,0.6088560885608856,78,24,8.0
95,46,33,12,1,3,3.2857142857142856,0.16304347826086957,19.4,1.8,34.86,0.4509574987006159,0.6746587,0.051870958467725575,0.058051784884235486,0.6014492753623188,79,19,7.0
100,54,29,18,5,6,4.153846153846154,0.1501597444089457,22.3,1.7,40.38,0.5408484385985999,0.6882954,0.04502242970005245,0.05862987035821224,0.5878594249201278,110,22,5.0
83,45,28,19,5,8,3.4615384615384617,0.16666666666666666,21.6,1.7,41.09,0.5476105569924806,0.6015456,0.04735689846950087,0.06787222727922325,0.5212765957446809,95,20,7.0
