noun_count,verb_count,adj_count,adv_count,pronoun_count,modal_count,complexity_verb_ratio,adj_adv_ratio,avg_sentence_length,avg_syllables_per_word,flesch_reading_ease,tfidf_cosine_similarity,sbert_prompt_adherence_similarity,mean_tfidf_score,std_tfidf_score,unique_word_ratio,window_repeat_count,num_grammatical_errors,lt_error_count,avg_dependency_distance,contrast_marker_ratio,addition_marker_ratio,cause_effect_marker_ratio,avg_adjacent_sentence_similarity,score,Task_Achievement,Cohesion,Vocabulary,Grammar
64,56,24,20,17,13,4.3076923076923075,0.15492957746478872,21.8,1.6,49.35,0.44469777091325396,0.74748397,0.05904229563970159,0.056792752368301606,0.528169014084507,73,21,18,2.3690036900369003,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.3413572609424591,6.5,6.0,6.0,6.5,6.0
69,66,43,27,21,8,6.6,0.208955223880597,33.4,1.6,37.57,0.4121525168963385,0.60713565,0.04955218807903714,0.05458354390542431,0.5522388059701493,117,24,24,2.56969696969697,0.3,0.4,0.4,0.4134369492530823,6.0,5.0,4.0,5.0,4.0
104,74,30,17,10,10,7.4,0.12401055408970976,37.9,1.7,24.55,0.3537122541269747,0.695549,0.0404779087586629,0.056708974903133244,0.5488126649076517,145,22,14,2.877005347593583,0.1,0.1,0.2,0.434231162071228,7.5,7.5,7.5,7.0,7.0
76,60,46,32,12,8,4.0,0.2314540059347181,22.2,1.7,40.48,0.3526676378820785,0.6989926,0.04996082114489784,0.04929528095986231,0.6083086053412463,76,26,17,2.5535168195718656,0.06666666666666667,0.26666666666666666,0.2,0.4465997517108917,7.5,8.0,8.0,7.5,7.5
89,54,28,19,19,6,3.375,0.14968152866242038,19.5,1.8,34.76,0.20969887198843112,0.7322103,0.05129267371708088,0.060812626542550464,0.5095541401273885,96,22,26,2.3190789473684212,0.0625,0.1875,0.25,0.40401867032051086,3.5,3.5,3.0,3.0,3.5
88,55,36,23,13,4,4.230769230769231,0.18971061093247588,23.8,2.0,13.48,0.14591569030359772,0.61850774,0.04648106787815738,0.05190259397125504,0.6688102893890675,62,18,16,2.1939799331103678,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.43937990069389343,8.0,8.0,8.0,7.5,7.0
91,37,25,18,7,2,2.176470588235294,0.14878892733564014,16.9,1.7,45.86,0.158490409666901,0.696114,0.04772143116339659,0.06210985697029559,0.5709342560553633,78,18,20,2.4525547445255476,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.34515196084976196,5.5,5.5,6.0,5.5,5.0
71,51,26,20,18,5,3.642857142857143,0.16974169741697417,19.3,1.8,34.97,0.23064383685858217,0.60450006,0.055703900453169454,0.0511014793189894,0.6494464944649446,62,21,20,2.4692307692307693,0.07142857142857142,0.2857142857142857,0.0,0.357382595539093,4.0,4.0,3.5,3.5,3.5
83,43,33,14,11,3,3.3076923076923075,0.16785714285714284,21.3,1.8,32.94,0.17230187611402795,0.6319345,0.0529134252339469,0.0527897869742099,0.6464285714285715,69,21,17,2.5703703703703704,0.0,0.15384615384615385,0.07692307692307693,0.3384440839290619,6.5,7.0,7.5,6.5,6.5
66,49,32,14,18,3,3.769230769230769,0.16666666666666666,19.6,1.6,51.58,0.2692440755101558,0.6592462,0.0493365717973811,0.06241006815676855,0.5760869565217391,92,19,20,2.6363636363636362,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.28772610425949097,7.0,7.5,7.0,6.0,6.5
